text,label
cincinnati is already one of the biggest cities in the country to run 100 percent on clean energy,1
says over 50 percent of us job growth in june came from wisconsin,2
less than 5 percent of registered users in states allowing medical marijuana have cancer or aids,0
kelly ayotte has voted to defund planned parenthood six times,0
when deborah took office the sellwood bridge project had languished for years with only 11 million in funds with her leadership the remaining funding was secured that got the project moving forward,0
71 of wis roads are in poor or mediocre condition and 14 of wis bridges are structurally deficient or functionally obsolete,0
hillary clinton wants to raise taxes by over a trillion dollars,1
we are seeing dramatic rate cuts to medicare that will affect seniors ability to keep their doctor hospital and prevention services,1
we had a press conference here that interestingly no one in the mainstream media covered,2
as a student at occidental college in los angeles from 1979 to 1981 there were days where folks couldnt go outside because of all the pollution in the air,0
spanish was the first european language spoken in this country,0
by one leading measure what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years,0
if someone is in a room that has measles and leaves and you walk in two hours later you could get measles from that person,0
st pete beachs local version of amendment 4 resulted in seemingly endless lawsuits that decimated the citys legal budget and forced the city to raise the property tax rate,1
americans now support strikes against isis but the support for ground troops is not there the support is very thin,1
in 1972 we had a 179000 human beings in jail in this country today its 23million and 70 percent of them are black africanamerican,2
while she was mayor lois frankel took a police helicopter ride to go to a dinner party,1
says texas lawmakers agreed to cut states rainy day fund in half spending 4 billion from current 8 billion,1
says the senate will have a record number of female senators in 2013,0
we balanced the budget with the 1997 balanced budget act and ultimately had four consecutive balanced budgets,0
about 57 percent of registered democrats in the new 9th congressional district come from my old district,0
says a gun bill before the senate would make it a federal felony to leave town for more than seven days and leave someone else at home with your firearms,1
the average family not in the top 10 percent makes less money today than they were making a generation ago,0
she led the fight to stop health insurance rate hikes and saved rhode island families over 150 million,1
why is january 8th an important date in american history this day in 1835 is the only day in our history when we have not been in debt,0
the obama administration manipulated deportation data to make it appear that the border patrol was deporting more illegal immigrants than the bush administration,2
idaho republican rep mike simpson is a liberal who voted with nancy pelosi to fund sex study programs of san francisco prostitutes and to regulate the sale of firearms,2
says arizona congressional candidate christine jones called hillary clinton a capable and respected leader and an effective secretary of state hillary clinton effective christine jones thinks so,1
virtually no republican in washington accepts climate change science,0
i am the only us senate candidate who spoke out against bombing syria and who challenged georgias governor and insurance commissioner over obstruction to the affordable care act,2
the economic impact of new atlanta braves stadium includes 9241 new jobs and 295 million in wages,1
in oregon women earn an average of 79 cents for every dollar that men earn for doing the same job thats just wrong,0
it is wrong for the average federal worker today to make more than 100000 while the average privatesector worker makes less than 70000,1
tim pawlenty has cut education funding in minnesota classrooms are overcrowded districts have gone to fourday school weeks,1
loretta lynch the new nominee for attorney general was a member of bill clintons defense team during the 1992 whitewater corruption probe,2
rhode islands legislature is the strongest in the country,0
we win when voter turnout is high we lose when it is low,1
look we are at war with these people and they dont wear uniforms this is a war against people that are vicious violent people that we have no idea who they are where they come from we are allowing tens of thousands of them into our country now,2
in the three months before the act took effect america lost 750000 jobs a month in the last three months weve lost about 35000 jobs a month,0
in 2010 uninsured voters made up about 5 percent of the electorate,0
the mayor said if you happen to be in this country in an undocumented status then we welcome you here we want you here well protect you here,0
marriage decreases the probability of child poverty by 82 percent,0
out of the total us military budget significantly less than 10 percent of that money is used to fight international terrorism,1
says it will cost 220 per square foot in hard construction costs to rebuild portland public high schools,1
it is a greater crime to have an untagged alligator than to host an open house party for kids,0
we spend more money on lobbying than we do on campaigns,0
senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages,0
during her first four years in washington sen ayotte voted with the koch brothers nearly 90 percent of the time,1
when it comes to fighting terrorism another thing we know that does not work based on lots of empirical evidence is torture,0
the federal consumer financial protection bureau is collecting financial information monitoring financial information of millions of americans without their knowledge and storing it for up to 10 years,1
so far the recovery act is responsible for the jobs of about 2 million americans who would otherwise be unemployed and the recovery act is on track to save or create another 15 million jobs in 2010,1
at texas am university only 49 out of 3000 faculty members brought in enough money to pay for their salaries and overhead over the past five years,2
says the 1956 republican party platform supported equal pay the minimum wage asylum for refugees protections for unions and more,0
minnesota is kicking butt relative to wisconsin on everything from employment and job creation to school test scores educated work force and a host of other factors and rankings,1
says he didnt tell viewers that the obama campaign hid news about the motives behind the attack in benghazi because obama was running for reelection,1
over the last six years the state of illinois spent about 320 million on illegal immigrants,0
there are more people killed with baseball bats and hammers than are killed with guns,2
if florida expanded medicaid some studies indicate it would create about 120000 jobs,1
one extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent,1
the debt limit deal allows president obama to borrow unlimited amounts of money,1
oil money from federal leases can only be used to clean up the mess and damages from drilling,0
every piece of legislation just about that i ever introduced in the us senate had a republican cosponsor,2
the fulton county vote count will be finished by 1130 pm on election night,0
says obamacare is the largest middleclass tax increase in history,2
wendy davis raised money for a us house democrat who is a member of a democratic socialists group,2
on support for common core education standards,1
the failed economic policies of president barack obama the democrats and the federal reserve are making gas prices higher while americas economy is running on fumes,1
says mitch mcconnell voted to raise medicare costs for a current kentucky senior by 6000,2
says the president of the university of texas has raised fouryear student graduation rates to 75 percent,2
im 59 in either canada or great britain if i broke my hip i couldnt get it replaced,2
texas children may have a teacher who never spent one minute practicing teaching,0
marco rubio made it clear not only does he think donald trump is a con man hewent on to say he doesnt trust donald trump with the nuclear codes,0
the foreign intelligence surveillance court is transparent,2
says governorelect scott walkers choice as transition team leader killed the release of a damaging report on walkers record in the days leading up to the election,1
romney refused to pardon a decorated soldier returning from iraq who had been charged with a crime involving a bb gun when he was 13,0
the united states decided waterboarding was torture back when we courtmartialed american soldiers for waterboarding philippine insurgents in the philippine revolution,0
well you know the teamsters wanted to drill in alaska i voted against drilling in alaska so its not like im a slam dunk on every issue,0
hivaids among women is skyrocketing in austin,2
says craig huey called planned parenthood a murder mill,0
more whites believe in ghosts than believe in racism,1
the conviction rate is almost exactly the same for whites and blacks who commit murder,2
my plan actually gives the middle class the greatest break 2000 per family,1
rick scott has paid down our debt by about 2 billion charlie crists debt went up about 5 billion,1
new jersey network is the only news station which covers new jersey government,2
the highest economic growth decade was the 1960s income tax rates were 90 percent,0
obamacare doesnt require members of congress to abide by the same rules that all of the other americans do,2
she hillary clinton has also said unequivocally that she didnt receive classified documents,1
takes credit for reining in state spending when he was governor,2
says she is entering in the most diverse class ever of us representatives,0
in other jurisdictions where a domestic partnership registry has been enacted we have seen that fewer people enter into marriage,1
says donald trump hired illegal workers from poland and he had to pay a million dollars or so in a judgment,1
says state sen steve ogden was the driving force behind business income tax hurting small business crafted the robin hood school finance scheme making property taxes skyrocket wrote a budget that will result in a 14 billion deficit and voted against gun freedoms,2
and you know our first president and our first commander in chief prayed every day he had a field manual of prayers,2
on three occasions judges had to stop jason kander from manipulating elections,1
nobody knows about it nobody talks about it but under obama millions of people have been moved out of this country theyve been deported,1
we have a tax code that allows groups to use their political operations within the tax code under the guise of a charity to use undisclosed millions of dollars to do political campaigns,0
congressman renacci is under fbi investigation,2
in the past year alone ohio businesses have created more jobs than almost every other state in the country,0
gov bob mcdonnellsbudget plantakesmoney out of our classrooms to pave roads,0
us rep john barrow of georgia has helped support the implementation of obamacare,1
a yougovcom poll shows 71 percent of obama voters regret voting for him,2
the auto companies have now repaid taxpayers every dime and more of what my administration invested in,1
were the highest taxed nation in the world,2
according to crime statistics riding marta has been becoming more and more safe over the years,1
geithners failure to pay selfemployment taxes while working for the imf is a mistake that is commonly made for people who are working internationally or for international institutions,0
obama opposed exploring for energy in alaska,1
texas has lost the most law enforcement officers in the line of duty of any state in america,0
rick scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country,0
says president obamas proposed oil tax would cost consumers 24 cents a gallon,0
says the obama administration invited russia into syria,1
the average republican voter thinks there should be some revenue as part of this deal,1
says state senate recall challenger sandy pasch voted to cut school aid by nearly 300 million,0
says her actions as wisconsin commerce secretary brought the state 84000 more wisconsin jobs than we have today,1
says she introduced a ban on dirty dancing,0
sen rubios tax plan would cut taxes for households making around 3 million a year by almost 240000 which is way more than three times the earnings of a typical family,0
more than 72 percent of children in the africanamerican community are born out of wedlock,0
on bringing casino gambling and other gaming to georgia,1
the reality is that we have roughly 15000 undocumented immigrants living in the state,2
says hillary clinton has taken hundreds of millions from those countries where women are stoned where women are killed for adulteryand women cant drive,1
says when she helped get 15 billion more for veterans care kucinich voted no,1
mitt romney received exactly zero votes in at least 12 cuyahoga county precincts,0
russia and china are doing naval exercises together someplace,0
ron oakleys conservative leadership protected local taxpayers over government bureaucrats as thewater management districts budget decreased by 58 percent in the four years he served on the board,1
under the cromnibus law taxpayers must guarantee incredibly risky derivatives deals made by the nations largest banks,1
kewpie burgers are delicious an ohio institution and theyll cost less thanks to john kasichs tax cut,0
this year the overwhelming majority of new jobs are part time,0
seventy percent of all texans are overweight or obese,0
say water fluoridation started in nazi germany ghettos and death camps to pacify the jews,2
says his plan would cut taxes without increasing the deficit,2
the senior senator from arizona john mccain said he couldnt support repealing dont ask dont tell because of the economy,1
we have the thirdlowest minimum wage of developed countries,0
big rooftop solars plan forces nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar,1
hillary clinton said with a straight face that the terrorist attacks this weekend were caused by donald j trump,1
an april 7 2015 referendum would take the choice of chief justice of the wisconsin supreme court away from the people,1
for nato exercises we dont have enough of our own hardware and equipment even for training purposes so the britsare spotting us choppers,0
says mitch mcconnell voted three times for corporate tax breaks that send kentucky jobs overseas,1
as a candidate president obama declared that everyone deserves access to reproductive health care that includes abortion and vowed that this right would be at the heart of his health care reform plan if elected president,0
sean duffy backed plan to privatize social security,2
says donaldtrump proposes tax cuts too 3 trillion for millionaires like himself and 2 trillion for corporations like his,0
says ann kirkpatrick walked out on constituents when questioned on the affordable care act,1
says library district would come at no direct cost to the city budget,2
says mark warner has supported harry reid down the line,1
the iran deal violates promises the president made to the american people it is not an anytime anywhere inspection process,1
under a house republican appropriations bill 6 million seniors are deprived of meals,1
the national debt is larger than our entire annual economy,0
last year handguns killed 48 people in japan 8 in great britain 34 in switzerland 52 in canada 58 in israel 21 in sweden 42 in west germany and 10728 in the united states,1
says barack obama put in place a board that can tell people ultimately what treatments theyre going to receive,1
kendrick meek claims hes the only candidate who saidsonia sotomayor will make an excellent supreme court justice,0
says she heard more than 2400 cases as a wisconsin appeals court judge,0
in altered photo says barack obama wants more of texans private data via health care,0
the states unemployment rate is fifthhighest in the country a full point above the nationwide rate and higher than all of ourneighboring states,0
the obamaclinton war on coal has cost michigan over 50000 jobs,2
for my energy plan my economic plan and the other proposals youll hear tonight ive offered spending cuts above and beyond their cost,1
there are about 350000 people who succeed in crossing our borders illegally each year,2
six convictions are connected to an allegation by prosecutors that gov scott walker is at the center of a criminal scheme,2
wisconsin is called the badger state because our ancestors came here with the hopes of living the american dream by mining,0
says by 4th grade 86 percent of africanamerican boys and 82 percent of hispanic boys are reading below proficiency levels,0
florida retirees and families lost tens of thousands of dollars in deposits on failed trump condo projects but he pocketed their money and walked away,1
unemployment in the city of st petersburg is below the state average,0
on the day that the republican state leader resigned in disgrace a shredit truck rolled up to republican headquarters,0
employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle,1
foreign chinese prostitution money is allegedly behind the groups funding congressman jim renaccis republican majority,2
says my advocacy questioning contracting out in parks delayed and altered the renewal of the brooks contract and reduced the number of contracted employees in parks from over 100 to fewer than 40,1
says texas ranks first in executions among the states,0
greg abbott has campaigned with a sexual predator who has bragged about having sex with underage girls,1
the people that perpetrated that travesty in san bernardino had never been to the middle east,2
tax rates were significantly higher in the 40s the 50s and the 60s,0
says he posted a win in the republican party of wisconsin endorsement contest in the us senate primary,0
wisconsin requires by law a photo id to vote,1
says north carolina rep renee ellmers was the only republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants,1
black people kill more black people every six months than the kkk did in 86 years,1
us sen johnny isakson has never proposed nor voted in favor of a substantial cut in federal spending and has voted for many substantial increases in federal spending,1
john mccain voted against establishing a national holiday in honor of dr martin luther king jr,0
risk analysts listed donald trump a donald trump presidency as one of the top threats facing the global economy ahead of terrorism,0
in 2007 the top 1 percent of all income earners in the united states made 235 percent of all income which is more than the entire bottom 50 percent,0
an 11yearold girl was investigated by the fbi and had to pay a 500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was ok,1
says us senate candidate tommy thompson says hell do away with medicare,1
more than 12500 service men and women have been discharged on the basis of sexual orientation since the dont ask dont tell policy was implemented at a cost of over 360 million many of those forced out had special skills in high demand such as translators engineers and pilots,0
in congress tom barrett voted to allow abortions through the ninth month just moments before the baby is born,1
of the 13 bill clinton speeches that fetched 500000 or more only two occurred during the years his wife was not secretary of state,0
when barack obama took office 23 million people were out of work fiveplus years later we have 5 millionplus out of work,2
says in january 1992 george h w bush probably had a 90 percent or even higher approval rating after the first gulf war,1
when lbj startedwaronpoverty 14 of americans lived in poverty 50 yrs later 14 still do theres a betterway,1
mitt romney and brendan doherty certainly have a lot in common like flipflopping on abortion in dohertys case in a little over a week,1
our reserves are now in much better shape than they were just a few years ago,0
says no city comparable in size to austin or smaller was broken into as many congressional districts,0
in 32 other states and washington dc they voters can avoid the wait by voting before election day,0
responding to a major snow event in atlanta would be like kansas city mo responding to a major earthquake,2
says russian president vladimir putin calls me brilliant,1
a 5anight hotelmotel tax thats part of the transportation bill will hurt georgias convention business by adding extra costs for large groups coming to the state,0
texas has a higher incarceration rate than russia or iran,0
in april 1997 there was a gas out conducted nationwide in protest of gas prices gasoline prices dropped 30 cents a gallon overnight,2
sakineh mohammadi ashtiani was never sentenced to stoning,2
the georgia lottery paid out 23 billion in prizes during the last fiscal year,0
during the reagan administration millions of people were thrown out of work,1
says donald trump supported impeachment of president george w bush,0
says student loan interest rates will double from 34 percent to 68 percent july 1,0
in new england rhode island has the second highest number of police officers being assaulted,1
my opponent in 2008 had contributions investigated by the federal government,2
in recent polling in battleground states a majority of the people said hillary clinton is untrustworthy,1
weve had the lowest health care inflation in history because of obamacare,1
after not having any foreign trade offices overseas for the past decade new jersey opened offices in shanghai and london in the past six months and has seen an 18 percent increase in exports,2
president obama has added 4 billion in debt every day,1
says that as a gubernatorial candidate chris christie promised no school cuts,0
eighty percent of all us communities depend solely on trucks to deliver and supply the products sold in stores or ordered online,0
with her solution terrorists can still today and by the way isis knows it they have been advertising it buy guns online and at gun shows in the united states of america,0
despite president barack obamas promise to cut healthcare costs the average cost of a family policy is up 1300,1
says the texas department of agriculture seeks to purchase up to 300000 promotional stress balls,0
says he didnt call dr george tiller a baby killer as liberal groups charge but was merely reporting what some prolifers branded him,2
quotes mark cuban as sayingi worry that millions of millennials are voting democrat this year because they factcheck everything,2
a cornell university research study concludes that ethanol generates a 29 percent energy loss meaning it takes more than a gallon of gasoline to produce a gallon of ethanol,0
half of all adults have a preexisting condition that could affecttheir health care coverage,0
in preparing a rules package for the 112th congress the gop had no discussions with democrats,2
research even shows that sending more girls to school can boost an entire countrys gdp,0
the 2000 census cost 45 billion the 2010 census is set to cost up to 145 billion,1
the united states has the most number of deductions available to corporations for the corporate income tax,2
ups left 15000 employees spouses without health insurance and told them to go on an exchange with no employer subsidy,2
says the goal of the affordable care act was to get 30 million people insured but it only got 7 million,1
georgia roadway fatalities this year 59 please drive safely,0
we didnt have a development director for over seven months,2
there is not one of the muslim nations that doesnt have discrimination against women discrimination against gays subjugation of other religious beliefs,1
says gop recall challenger kim simac was delinquent paying her property taxes eight of the last nine years,0
medicare spends 15billion a year on subsidies to insurance companies,0
says while state leaders have cut funding for our schools and other basic priorities the amount of money the state is projected to give away through tax breaks increased by a whopping 34 billion,0
if youre born poor youre more likely to stay poor than any time in american history,1
says alex sink supported higher sales taxes,1
i delivered to you a budget that cuts taxes by 2 billion,0
says sherrod browns campaign attacked josh mandels military service,1
the city of pembroke pines doesnt have a vote in a plan to build a detention center in southwest ranches,1
theres no scientific conclusion that being gay is genetic,0
roadside bombs are responsible for 70 percent of casualties in iraq and these new mineresistant vehicles can reduce those casualties by twothirds,0
the democratic majority led the 111th congress to spend more money in two years than the first 100 congresses before them combined,2
says gov rick scott returned 1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law,0
when josh mandel claims to have accepted three debates with sen sherrod brown he is lying he has accepted zero proposed debates,2
says he and his running mate are the only candidates that do believe in free trade,1
says he never told anyone he hated the us senate,0
the reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness,2
the republicans have demanded deep cuts in education theyve demanded cuts in cancer research and other research to find cures and treatments to diseases,0
as chair of the senate education committee i led the charge to restore most of the education cuts from last session,2
says bernie sanders chose to spend his honeymoon in the soviet union in 1988,0
says us corporate tax rate is highest in the world at 35 percent,0
sayshillary clinton took 13 hours to send help to americans under fire during the terrorist attack in benghazi,2
thirty us cities have triple a baseball teams and virtually everyone of them is playing in government owned ballparks,0
discretionary spending went up 84 percent in the last two years,1
the mexican government they send the bad ones over,2
look i believe in accountability in 1983 i led the effort in arkansas to improve our schools,0
says mike coffman is with trump,1
if obamacare is fully implemented 30 million people will still be without health insurance,0
in two terms in the missouri general assembly jason kander passed zero bills that were signed into law,1
under president barack obama income levels and unemployment numbers are worse now than just about ever for africanamericans,2
the growth rate of womenowned businesses in texas has nearly doubled that of the nation since president obama has taken office,1
due to the sequester people are going to be unsafe homes are going to burn,1
i did not vote to spend money to fight that amendment 6 redistricting lawsuit,0
we are the only state in the country that state employees dont contribute to their pensions,0
says sheldon whitehouse said on senate floor everybody in rhode island who disagrees with me about obamacare is an aryan is a white supremacist,2
one year today since gop took control of the house and no new jobs,2
says the georgia dome would need up to 350 million in work over the next five to seven years,1
mcdonalds in england only sells organic milk and freerange eggs which provides more nutritious offerings than in the us,1
white house political director patrick gaspard once served as the righthand man for bertha lewis who heads up acorn,2
a 2009 usda study found that 87 percent of chicken carcasses tested positive for generic e coli just prior to packaging,1
education week rates ohio schools in the top five in the nation,0
says she does the jobs of state auditor secretary of state and lieutenant governor for less than the price of one of them in washington state,1
under current policies were going to reduce the overall debt of the united states by 3 trillion over the next 10 years,2
i have always been focused on reining in the deficit,1
we dont get a lot of calls from this white house i have frankly never had a call from them,2
says that in fiscal year 2010 nearly 80 percent of women served in the texas womens health program received services from a provider other than a planned parenthood clinic,1
earmarks requested in a federal spending bill included 277000 for potato pest management in wisconsin,0
credit agency says rep gibbs recklessly caused downgrade higher interest rates,2
were building a nearly 40billion natural gas pipeline which is north americas largest and most expensive infrastructure project ever,2
stimulus money went to office upgrades for politicians,1
the average state pension including managers is 23000 a year and just 14000 for local government workers,1
the consumer financial protection bureau has no congressional oversight,1
hes romney the one who said that he would be to the left of teddy kennedy on gay rights,0
jeb bushs plan for social security is disastrous for seniors and raises the retirement age to 70,1
i have little doubt that weve moved into recession at this point,1
about 40 percent of hispanic homeowners have subprime mortgages,0
says that lee fisher once said i never met a gun control bill i didnt like,2
says in 2000 fox news broke the story of george w bushs drunk driving arrest who broke it fox news,1
barack obama wants to nearly double the capital gains tax increasing taxes on mutual funds 401ks for policemen firemen nurses,1
says george soros and bill gates are funding a bioweapons lab in sierra leone that caused the ebola outbreak,2
nevada republicans didnt do one single thing to cut spending in 2015,1
to comply with nondiscrimination laws the government is forcing people in business to make wedding cakes for anyone,0
says democratic challenger for his nc house seat raised taxes on clothing school supplies even baby diapers,2
radio marti and tv marti have spent more than 500 million to reach less than 1 percent of the cuban population,0
i released all my emails,1
i was the first member of congress to contribute to donald trump,0
i have received more contributions than any other candidate in the race republican or democrat,2
the house democrats socalled stimulus has been stuffed with an astonishing 335 million to fund prevention programs of sexually transmitted diseases,0
were the sunshine state and were hardly doing any solar energy production,0
in hawaii they dont have a history of throwing incumbents out of office,0
new hampshire has lost more jobs to china than any other state,1
saysgov john kasich incorrectly claimed ohios economy was 38th in the nation when he took office we were sixth in the nation in terms of economic job growth,2
birmingham ala is the cradle of the civil rights movement,1
because of gov scott walkers budgeting a greater percentage of general fund tax dollars is going to pay off debt than ever before in our history,1
when i took office the deficit was nearly 10 percent of our economy today its approaching 3 percent,1
were 49th in the united states in new businesses created,0
i was banned from talking about bill ayers during the 2008 presidential campaign,2
says mitt romney has flipflopped on his support for president reagans policies,0
says wisconsin gov scott walker literally invented a 36 billion deficit,2
we also have in a park thats not far from here an ability to build a reservoir that can hold a 30day water supply for the city of atlanta,0
virginia is home to more veterans per capita than any state in america,2
ohio is doing better right now than the national average on all the economic numbers,1
it is projected that 307 million people will use the train annually keep in mind that amtraks acela train in washington dc boston philadelphia new york and baltimore only had 32 million riders in 2010,1
our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery when there was no obamacare,1
we have about six school districts that are in school 140 to 150 days this year,0
says gov jim doyle and the dnr have not put hunters first and mismanaged the deer herd as a result the deer population has dwindled,1
today there are more hoosiers going to work than ever before in the 200year history of the great state of indiana,1
no one knows who bought the 38 studios bonds and there was some language put in the bond offer that they must remain anonymous,1
today you cant rely on the retirement fund for public employees its not funded,2
says his average federal tax rate was 36 percent,1
president barack obama said over 20 times he did not have the legal authority to act as he did on immigration,0
nearly 45 percent of the women who receive health screenings through the womens health program do so at a planned parenthood health center,1
last year we produced 14 percent less oil on public lands than we did the year before,0
floridas regulations on the payday lending industry are stronger than almost any other state,2
congressman bill young voted to cut taxes for millionaires and end your medicare,1
on my last trip to new hampshire i think i met the guy who founded the first and only bank since doddfrank passed since the financial crisis one bank in the country,1
the republican election platform was actually written with the help of a former lobbyist for aig and a former lobbyist for exxonmobil,1
says alaska sen mark begich supported president barack obamas economic policies 97 percent of the time,1
seventyfive percent of the young adults in this country are not mentally or physically fit to serve,0
says david dewhurst accused cruz of being a red chinese communist,0
less than 10 percent of president barack obamas cabinet members have privatesector experience,2
federal law prohibits the growing of industrial hemp in the united states,0
we created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for privatesector job growth since the year 2000,0
greg abbott has benefitted from payday lenders who have given him 300000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees,0
many of the companies bankrolling the ad campaign against amendment 4 are recipients of a congressional bailout in the form of humongous tax refunds earlier this year,1
says georgia power customers pay 10 percent to 15 percent below the national average for electricity,0
in states that have privatesale background checks for handguns 49 percent fewer women are shot and killed,1
nothing in any of the democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayersubsidized benefits,1
every poll you see the overwhelming majority of people want everify,0
sen george lemieux voted to let oil companies off the hook and overturn pollution rules,1
i have the experience as senate budget chair of cutting 45 billion in spending to close the deficit while protecting education and health care,1
over the course of one fouryear term it costs taxpayers more than 1 million simply to operate the governors mansion,0
says donald trump supports eminent domain and the supreme courts kelodecision,0
says tom steyer is acalifornia billionaire who stands to profit by blocking keystone and is spending big to help bruce braley,1
says republican state sen alberta darling offered unqualified support for a plan to end medicare,1
on adoption by gay couples,2
in 2011 debbie wasserman schultz missed 62 congressional votes one of the worst records of any member of congress,1
matt patten kicked off his dirty campaign with thousands in dirty cash from guess who frank russo and jimmy dimora,2
43000 people are going to be kicked out of nursing homes or denied nursing home entrance if the texas house version of the state budget passes into law,1
women are still paid 82 cents for every dollar a man earns in texas,0
120000 will be spent by taxpayers on charlie crists political photoop special session,0
of hospitals in rick scotts columbiahca health care company a top executive said they even turned away a poor man and left him to die outside their door,1
the list of voters that north carolina republicans tried to purge was twothirds black and democratic,1
fox news airs stuart scott rip tribute with picture of stephen a smith,2
seventy percent of the people living in abject poverty are women,2
on support for a military strike on syria,1
says after hurricane sandy new york mayor michael bloomberg refused to allow the national guard into the city to restore civil order because guardsmen carry guns,1
were 48th in k12 funding and 50th in higher education,1
heres something that people never talk about with coach schiano rutgers had the best graduation rate of any division i football program in america,2
when youre white you dont know what its like to be poor,2
with the resources it takes to execute just over three months of the iraq war we could fully fund the expansion of health care for needy children that bush vetoed,0
says travis countys unemployment rate is below the national average while its poverty rate exceeds the national averageand local poverty is rising,0
film and television productions generated a 6 billion economic impact for georgias economy in the most recent fiscal year,1
nobodys addicted to marijuana,2
presidentelect trumps immigration policies are very similar to policies that are sitting right in the senate and the house today to temporarily suspend immigration from countries that harbor terrorism to temporarily suspend immigration from syria until we get better vetting,0
says gov scott walker took away 16 billion from schools and handed it off as over 2 billion in tax breaks to the rich,2
the federal government can cut all of the nonmilitary discretionary spending and not balance the budget,0
in galveston texas they have allowed people to privatize part of their social security and people are building wealth,0
on bipartisan redistricting,2
spending increases not tax cuts are the major cause of the federal budget deficit,0
says reps rush holt frank pallone and bill pascrell are willing to jeopardize seniors access to coverage by gutting 741 billion from medicare to pay for a biggovernment healthcare takeover,2
says keene nh requested a militarygrade armored personnel truck citing their annual pumpkin festival as a possible target for terrorists,0
president barack obama had the legal authority to strike syria without a vote from congress,0
on the importance of judicial experience for supreme court nominees,1
horse racing could boost georgias economy by 1 billion a year and create 10000 to 20000 jobs,1
russ feingold voted against the law that protected our lakes and was the only great lakes senator to vote no,1
says the new doddfrank financial law requires a 20 percent down payment to buy a house,2
i have a perfect voting record from organizations like the veterans of foreign wars the american legion and all the other veterans service organizations,2
barack obama has consistently voted against tougher penalties for criminals,2
for the amount of money hillary clinton would like to spend on refugees we could rebuild every inner city in america,2
in the history of the united states 168 presidential nominees have been filibustered 82 blocked under president obama 86 blocked under all the other presidents,0
says jeff stone scott walker,0
palin inherited a city with zero debt but left it with indebtedness of over 22million,0
florida is one of only three states that require licenses for commercial interior designers,0
after hiring a campaign manager in 2006 i got this 100 and something fee for hazardous materials,1
in 2009 prehillary isis was not even on the map,1
obamacare is not a popular law,0
nobody has been talking about it medicaid fraud focused on it or paying attention to it,2
rick scott has destroyed over 100000 jobs,2
for every week that state lawmakers are able to cut off our timeline it saves georgia taxpayers approximately 100000,0
grateful insurance company executives and their lobbyists from bermuda gave mccain 50000,0
90 percent of fires in arizona are humancaused,1
today 46 percent of all floridians owe more on their home than it is worth,0
says that when president obama visited el paso he pronounced that the border with mexico and the united states was safer than it ever was in history,0
says texas gained 21000 doctors due to tort reform,2
technically ted cruz is not even an american,2
most private sector jobs in the history of buffalo exist in buffalo today,0
rubios got more experience than obama had,1
more than 125 jobs have been created at the milwaukee job corps center,0
says a university survey concluded his massachusetts administration had more women in senior leadership positions than any other state in america,0
the ohio democratic party has raised 11 million since the november election a very small percentage of that has come from organized labor,0
says a careless attitude and poor oversight by the texas department of agriculture led to deaths and illnesses traced to a texas peanut plant,1
theus economyis three times asbig as chinas,0
providence graduation rates are up,0
says alex jones said that the victims of the sandy hook massacre were child actors and no one was actually killed there,0
says no youre wrong responding to the assertion that stopandfrisk was ruled unconstitutional in new york,1
the majority of revenue generated by a proposed kenosha casino would be sent to the seminole tribe in florida,2
ive got the most international experience here,1
says gov rick scott cut more government jobs than were created in the private sector in florida in 2012,2
florida doesnt regulate assault weapons or 50 caliber rifles or largecapacity ammunition magazines it doesnt require a permit to purchase a gun it doesnt require any registration whatsoever,0
texas is home to millions of latinas but the state has never elected a latina to congress,0
studies suggest the 2017 college football playoff championship game will bring about 1700 to 1800 fulltime jobs,1
says that he did not exactly say that communities have the right to ban mosques,2
faced with 1 million in campaign debt scott walker is unloading his campaign security costs onto the backs of wisconsin taxpayers,1
george allen had 40000 earmarks while he was a senator,2
we are amassing most of our military strength in a country where fewer than 100 members of al qaeda remain,0
he wont even support his colleagues motion to censure the bush administration for systemic repeated illegal wiretaps,0
says romney said we should ask pakistan for permission to take a shot at osama bin laden,1
more than 1 million texans live without affordable health care because rick perry failed to partner with the legislature to find a texas solution to closing the coverage gap,0
there are actually half a million fewer government employees now than there were when president barack obama took office,0
the clean power plan is something that sen sanders has said he would delay implementing,2
says marco rubio has the worst voting record there is today,0
millions of dollars are spent by planned parenthood to elect democrats to the house of representatives and the senate,0
the biggest job of the surgeon general is to translate health care and health care needs into plain english,1
says barack obama is a hypocrite for criticizing president george w bushs drone attack program then using it aggressively as president,2
says measure 11 is one of the most significant reasons for decrease in violent crime,0
